PriceSeries,PriceType,Date,Price,PriceLow,PriceHigh,Volumne,OpenInterest,TradesCount
M8-22,Monat,26/05/2022,203.6,203.00,204.00,14136,818,17
M2-23,Monat,26/05/2022,297.97,-,-,-,-,-
M12-22,Monat,26/05/2022,274.04,-,-,-,294,-
M7-22,Monat,26/05/2022,197.91,197.00,198.50,26040,2721,18
Q2-24,Quartal,26/05/2022,154.08,-,-,-,357,-
M10-22,Monat,26/05/2022,225.84,-,-,-,603,-
Q3-22,Quartal,27/04/2022,241.25,238,259,704352,191593,232
cal-24,Jahr,27/04/2022,167.5,166,170.25,325008,16756,33
M1-23,Monat,27/04/2022,268.22,-,-,-,-,-
M5-22,Monat,27/04/2022,215.25,211.49,250,508152,227750,350
Q1-23,Quartal,27/04/2022,249.63,245,253,103632,12339,32
Q2-23,Quartal,27/04/2022,176.0,172.5,176.5,24024,5216,9
Q1-24,Quartal,27/04/2022,207.39,200,200,13098,471,2
cal-25,Jahr,27/04/2022,145.13,144,145,43800,4657,5
M8-22,Monat,27/04/2022,228.21,239,239,744,294,1
M4-22,Monat,27/04/2022,166.32,-,-,-,236941,-
Q2-24,Quartal,27/04/2022,145.9,-,-,-,327,-
Q3-23,Quartal,27/04/2022,175.0,175,175,11040,4850,2
Q3-24,Quartal,27/04/2022,145.0,-,-,-,425,-
M7-22,Monat,27/04/2022,231.31,235,252.5,12648,890,7
M10-22,Monat,27/04/2022,257.17,-,-,-,295,-
cal-23,Jahr,27/04/2022,202.06,197,212.5,1235160,69065,114
Q4-24,Quartal,27/04/2022,171.93,-,-,-,78,-
M12-22,Monat,27/04/2022,256.39,-,-,-,294,-
M11-22,Monat,27/04/2022,269.73,-,-,-,14,-
Q4-22,Quartal,27/04/2022,261.0,256,272.7,386575,181525,125
Q4-23,Quartal,27/04/2022,208.37,208,209,30926,4419,5
M6-22,Monat,27/04/2022,224.0,218.5,249,212400,215904,157
M9-22,Monat,27/04/2022,265.0,260,270,7200,549,10
M1-23,Monat,27/05/2022,307.68,-,-,-,-,-
M11-22,Monat,27/05/2022,278.58,-,-,-,69,-
cal-24,Jahr,27/05/2022,183.0,182.00,183.00,193248,18378,15
cal-25,Jahr,27/05/2022,161.35,161.40,161.50,17520,5314,2
Q2-24,Quartal,27/05/2022,152.43,154.00,154.00,10920,362,1
M12-22,Monat,27/05/2022,279.39,-,-,-,294,-
cal-23,Jahr,27/05/2022,232.12,229.00,233.00,324120,74848,35
M7-22,Monat,27/05/2022,198.25,194.00,198.75,52080,2875,42
Q3-23,Quartal,27/05/2022,198.03,197.35,199.25,19872,5431,5
M10-22,Monat,27/05/2022,229.35,-,-,-,603,-
Q2-23,Quartal,27/05/2022,195.14,194.65,195.75,13104,5895,5
Q4-23,Quartal,27/05/2022,249.4,247.50,249.50,24299,5551,8
M5-22,Monat,27/05/2022,177.36,-,-,-,228545,-
Q3-22,Quartal,27/05/2022,209.81,205.00,212.00,234048,199098,59
Q4-24,Quartal,27/05/2022,193.8,197.00,197.00,11045,109,1
M6-22,Monat,27/05/2022,183.5,181.00,185.00,102240,232876,80
M2-23,Monat,27/05/2022,301.92,-,-,-,-,-
Q3-24,Quartal,27/05/2022,154.0,-,-,-,469,-
M8-22,Monat,27/05/2022,206.52,201.25,206.00,12648,840,15
Q1-24,Quartal,27/05/2022,232.0,-,-,-,555,-
M9-22,Monat,27/05/2022,225.15,225.00,228.50,16560,1820,20
Q4-22,Quartal,27/05/2022,262.25,255.00,264.00,68479,185884,16
Q1-23,Quartal,27/05/2022,286.7,284.00,290.00,21590,14693,9
Q3-22,Quartal,28/02/2022,229.0,,,,,
Q4-22,Quartal,28/02/2022,235.5,,,,,
Q2-22,Quartal,28/02/2022,228.09,,,,,
cal-23,Jahr,28/02/2022,151.12,,,,,
Q4-24,Quartal,28/04/2022,169.17,-,-,-,78,-
cal-25,Jahr,28/04/2022,145.5,144.75,146.25,192720,4681,20
Q3-23,Quartal,28/04/2022,174.04,172.00,174.00,24288,4863,11
M6-22,Monat,28/04/2022,212.0,208.00,220.00,169200,216500,130
M12-22,Monat,28/04/2022,251.12,-,-,-,294,-
M7-22,Monat,28/04/2022,221.0,218.60,223.00,32736,928,33
Q3-22,Quartal,28/04/2022,231.89,227.00,236.00,457056,191960,123
cal-23,Jahr,28/04/2022,200.48,196.00,201.75,884760,69325,74
Q2-24,Quartal,28/04/2022,143.03,-,-,-,327,-
M10-22,Monat,28/04/2022,252.86,-,-,-,295,-
M4-22,Monat,28/04/2022,165.84,-,-,-,236941,-
M1-23,Monat,28/04/2022,266.34,-,-,-,-,-
Q2-23,Quartal,28/04/2022,174.24,173.40,175.00,48048,5254,20
Q3-24,Quartal,28/04/2022,140.0,-,-,-,425,-
M5-22,Monat,28/04/2022,205.0,200.86,212.00,325872,228977,235
cal-24,Jahr,28/04/2022,164.25,164.00,165.25,342576,16826,34
Q4-22,Quartal,28/04/2022,256.0,250.00,258.00,307051,181716,86
Q1-24,Quartal,28/04/2022,205.02,-,-,-,471,-
Q1-23,Quartal,28/04/2022,247.7,245.00,248.80,88519,12388,36
Q4-23,Quartal,28/04/2022,206.69,206.35,206.90,19881,4478,9
M8-22,Monat,28/04/2022,220.04,220.00,220.00,744,295,1
M11-22,Monat,28/04/2022,264.28,-,-,-,14,-
M9-22,Monat,28/04/2022,255.39,253.00,260.00,8640,561,5
cal-24,Jahr,29/06/2022,174.05,170.00,176.00,535824,20316,48
cal-25,Jahr,29/06/2022,142.48,140.75,142.50,122640,5958,12
Q4-22,Quartal,29/06/2022,362.23,353.50,365.00,340186,190305,97
Q1-23,Quartal,29/06/2022,337.52,325.00,340.00,198628,17665,61
Q2-23,Quartal,29/06/2022,246.38,243.50,249.50,124488,6852,39
Q3-23,Quartal,29/06/2022,246.34,240.50,250.00,99360,6370,24
Q4-23,Quartal,29/06/2022,296.02,290.00,297.00,97196,6549,22
Q1-24,Quartal,29/06/2022,257.05,257.00,257.00,4366,682,2
Q2-24,Quartal,29/06/2022,134.63,-,-,-,533,-
Q4-24,Quartal,29/06/2022,173.01,-,-,-,172,-
M6-22,Monat,29/06/2022,218.03,-,-,-,233975,-
M7-22,Monat,29/06/2022,286.17,270.00,290.00,361584,228369,234
M8-22,Monat,29/06/2022,307.47,290.00,308.50,207576,213819,180
M10-22,Monat,29/06/2022,316.97,310.00,318.00,23095,1039,17
M11-22,Monat,29/06/2022,384.11,-,-,-,161,-
M12-22,Monat,29/06/2022,386.37,-,-,-,384,-
M1-23,Monat,29/06/2022,369.16,-,-,-,-,-
cal-23,Jahr,29/06/2022,281.35,273.00,285.00,1384080,80456,131
Q3-24,Quartal,29/06/2022,132.01,-,-,-,618,-
M9-22,Monat,29/06/2022,333.79,325.00,340.00,86400,213075,64
M3-23,Monat,29/06/2022,277.22,-,-,-,-,-
M2-23,Monat,29/06/2022,369.16,-,-,-,2,-
cal-24,Jahr,30/03/2022,121.75,,,,,
cal-25,Jahr,30/03/2022,101.08,,,,,
cal-23,Jahr,30/03/2022,181.27,,,,,
Q4-22,Quartal,30/03/2022,272.92,,,,,
Q3-22,Quartal,30/03/2022,274.84,,,,,
M12-22,Monat,30/05/2022,280.31,-,-,-,294,-
Q1-23,Quartal,30/05/2022,290.65,290.50,294.50,6477,14730,2
Q2-24,Quartal,30/05/2022,151.0,150.50,152.50,13104,368,2
M8-22,Monat,30/05/2022,204.78,208.50,213.00,17856,871,20
cal-24,Jahr,30/05/2022,181.25,181.00,186.50,237168,18449,20
Q4-24,Quartal,30/05/2022,193.63,-,-,-,110,-
Q4-22,Quartal,30/05/2022,263.5,263.00,270.00,165675,186068,40
M11-22,Monat,30/05/2022,280.95,283.50,283.50,720,70,1
Q2-23,Quartal,30/05/2022,197.47,200.00,200.00,2184,5912,1
M10-22,Monat,30/05/2022,229.84,230.50,233.00,8940,615,8
M2-23,Monat,30/05/2022,306.13,-,-,-,-,-
M9-22,Monat,30/05/2022,226.64,227.00,229.00,15120,1931,16
Q4-23,Quartal,30/05/2022,247.55,247.00,254.00,55225,5573,13
M7-22,Monat,30/05/2022,195.41,195.10,210.00,69936,3070,53
M1-23,Monat,30/05/2022,311.98,-,-,-,-,-
cal-23,Jahr,30/05/2022,233.93,232.25,239.00,805920,75051,72
Q3-22,Quartal,30/05/2022,208.75,208.00,217.00,397440,199301,126
Q1-24,Quartal,30/05/2022,229.3,231.00,233.00,13098,564,2
cal-25,Jahr,30/05/2022,161.5,161.25,163.00,131400,5333,11
M6-22,Monat,30/05/2022,186.03,185.00,190.00,164880,233873,106
M5-22,Monat,30/05/2022,177.48,-,-,-,228545,-
Q3-24,Quartal,30/05/2022,151.27,150.00,152.00,13248,475,2
Q3-23,Quartal,30/05/2022,200.92,203.00,203.00,11040,5440,3
Q1-23,Quartal,31/03/2022,258.04,,,,,
cal-23,Jahr,31/03/2022,184.28,,,,,
cal-24,Jahr,31/03/2022,120.25,,,,,
cal-25,Jahr,31/03/2022,101.25,,,,,
Q2-23,Quartal,31/03/2022,155.24,,,,,
cal-26,Jahr,31/03/2022,97.63,,,,,
Q4-24,Quartal,31/03/2022,177.13,,,,,
Q3-22,Quartal,31/03/2022,276.53,,,,,
Q3-23,Quartal,31/03/2022,148.04,,,,,
Q4-22,Quartal,31/03/2022,272.0,,,,,
cal-25,Jahr,31/05/2022,162.94,163.00,164.00,131400,5405,11
M1-23,Monat,31/05/2022,315.74,-,-,-,-,-
cal-24,Jahr,31/05/2022,185.97,185.90,187.00,368928,18516,26
M12-22,Monat,31/05/2022,289.08,-,-,-,294,-
M7-22,Monat,31/05/2022,208.17,204.50,208.75,81840,3375,69
Q3-23,Quartal,31/05/2022,206.03,203.00,205.00,26496,5483,8
cal-23,Jahr,31/05/2022,239.5,236.00,240.00,1165080,75296,116
Q3-24,Quartal,31/05/2022,155.95,-,-,-,475,-
Q4-24,Quartal,31/05/2022,198.62,-,-,-,110,-
M6-22,Monat,31/05/2022,195.17,189.55,195.75,84960,233979,78
Q1-23,Quartal,31/05/2022,294.0,292.00,300.00,168402,14865,50
M2-23,Monat,31/05/2022,309.82,-,-,-,-,-
Q4-22,Quartal,31/05/2022,270.75,268.50,274.00,262871,186307,82
Q2-23,Quartal,31/05/2022,203.03,200.50,202.00,63336,5939,18
Q2-24,Quartal,31/05/2022,154.87,-,-,-,368,-
M3-23,Monat,31/05/2022,257.92,-,-,-,-,-
Q4-23,Quartal,31/05/2022,255.75,252.00,255.00,26508,5601,8
M9-22,Monat,31/05/2022,233.85,228.50,235.00,46800,2006,30
M11-22,Monat,31/05/2022,288.19,-,-,-,70,-
Q1-24,Quartal,31/05/2022,234.66,-,-,-,562,-
Q3-22,Quartal,31/05/2022,219.88,214.00,221.76,331200,199522,112
M10-22,Monat,31/05/2022,235.59,-,-,-,615,-
M8-22,Monat,31/05/2022,218.07,213.00,215.00,16368,899,16
